Pillar,Category,Level Description,Level,Impact,DDMType,Topic,Ml-MOT Flag,ID/Internal Name,Maintenance Ref,Display Name,Summary,Full Description,Content Type,CTAButtonTitle,Region,Frequency,Periodicity,Total iterations,Action_Provider,CTAURL,"ApplicableAgeRange (from-to, separated by comma)",Applicable Genders (separated by comma),ApplicableEmploymentStatuses (separated by comma),Website Reference,MA Marketplace,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,G,Action_Provider,Provider_category,CTAURL,Delivery,Postcode,Free_paid,Afilliate payable,Affiliate platform,Start date,End date,Trust Pilot Rating,Trustpilot url,ESG Concerns,Review Date,END
Health,Mind,Diagnostic,3,1,Development,"Mental Health,Self care",Y,110,111,Self-care,The importance of self-care,"With busy modern lives we often tend to put ourselves last, but self-care is crucial in maintaining functional health. Read more about why it's important to find time to take care of yourself.","Start engaging in self-care, to help you to relieve the pressures of everyday life and reset yourself to get back to a healthy point where productivity is once again maximised.",Read,UK,,,,,,All,Female,All,https://pubmed.ncbi.nlm.nih.gov/1565600/,,The couples centre,Content writer,https://www.thecouplescenter.org/why-self-care-is-so-important-for-longevity-and-wellness/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Simple lion heart life,Content writer,https://simplelionheartlife.com/how-to-slow-down/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Me Time Therapies,Content writer,https://www.me-time-therapy.co.uk/me-time-activities-to-try/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Lovendu,,https://lovendu.co.uk/,,,Paid,Pending,AWIN=25994,,,,,,,
Health,Mind,Diagnostic,3,,Maintenance,,,111,,Self-care in a box,Sign up for a self-care subscription box,Take some time for yourself with a self-care subscription box to enjoy a well-deserved regular pamper day.,,Sign me up,UK,monthly,1 year,12,Baskets galore,https://basketsgalore.co.uk/me-time,All,Female,All,https://pubmed.ncbi.nlm.nih.gov/1565600/,,Baskets galore,Company,https://basketsgalore.co.uk/me-time,Online,N/A,Paid,??,None,,,2.9,https://uk.trustpilot.com/review/basketsgalore.co.uk,N/A,Six monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Mind,Diagnostic,3,1,Development,"Mental Health,Self care",Y,112,113,Self-care,The importance of self-care,"With busy modern lives we often tend to put ourselves last, but self-care is crucial in maintaining functional health. Read more about why it's important to find time to take care of yourself.","Start engaging in self-care, to help you to relieve the pressures of everyday life and reset yourself to get back to a healthy point where productivity is once again maximised.",Read,UK,,,,,,All,"Male, Non-Conforming",All,https://pubmed.ncbi.nlm.nih.gov/1565600/,,The couples centre,Content writer,https://www.thecouplescenter.org/why-self-care-is-so-important-for-longevity-and-wellness/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Six monthly,,Simple lion heart life,Content writer,https://simplelionheartlife.com/how-to-slow-down/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Me Time Therapy,Content writer,https://www.me-time-therapy.co.uk/me-time-activities-to-try/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Find a Subscription Box,Company,https://www.findasubscriptionbox.co.uk/,Online,N/A,Paid,??,None,,,N/A,N/A,N/A,Quarterly,
Health,Mind,Diagnostic,3,,Maintenance,,,113,,Self-care in a box,Sign up for a self-care subscription box,Take some time for yourself with a self-care subscription box to enjoy a well-deserved regular pamper day.,,Sign me up,UK,monthly,1 year,12,Find a Subscription Box,https://www.findasubscriptionbox.co.uk/,All,"Male, Non-Conforming",All,https://pubmed.ncbi.nlm.nih.gov/1565600/,,Find a Subscription Box,Company,https://www.findasubscriptionbox.co.uk/,Online,N/A,Paid,??,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Mind,Preventative care,2,1,Development,,,114,115,Healthy ageing habits,Read about research backed healthy habits for a longer life,Learn more about research backed healthy daily habits to help you live a longer life.,Start improving your life by adding these small healthy ageing habits to improve your body and mind,Visit site,All,,,,,,All,All,All,https://journals.sagepub.com/doi/abs/10.1177/1559827618785554,,Everyday health,Content writer,https://www.everydayhealth.com/longevity/everyday-health-and-wellness-habits-linked-with-a-longer-life/,Online,N/A,Free,No,None,,,N/A,https://uk.trustpilot.com/review/everydayhealth.com,N/A,Six monthly,,Vagaro,Company,https://sales.vagaro.co.uk/?utm_source=bing&utm_medium=cpc&utm_campaign=BOFU-UK-Non-Brand&utm_content=appointment-app&utm_term=appointment%20app-p&msclkid=ea92d7dd203513f07c12b427b7e05941,Online,N/A,Paid,??,None,,,N/A,N/A,N/A,Quarterly,,Family wall,Company,https://www.familywall.com/,Online,N/A,Free,??,None,,,N/A,N/A,N/A,Quarterly,,Dermatica,Company,https://www.dermatica.co.uk/treatments/anti-ageing,,,Paid,Invite,AWIN= 50719,,,,,,,
Health,Mind,Preventative care,2,,Maintenance,,,115,,Healthy ageing habits,Incorporate healthy ageing habits into your life,"The best way to build healthy habits into your life is by incorporating these into your calendar, and it'll soon become second nature.",,Sign me up,All,3 times a week,2 months,24,Everyday health,https://www.everydayhealth.com/longevity/everyday-health-and-wellness-habits-linked-with-a-longer-life/,All,All,All,https://journals.sagepub.com/doi/abs/10.1177/1559827618785554,,Everyday health,Content writer,https://www.everydayhealth.com/longevity/everyday-health-and-wellness-habits-linked-with-a-longer-life/,Online,N/A,Free,No,None,,,N/A,https://uk.trustpilot.com/review/everydayhealth.com,N/A,Six monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Mind,Diagnostic,3,2,Development,,,116,117,Self-affirmations,Benefits of using self-affirmations,Learn about the benefits of using self-affirmations in your life including reducing health deteriorating stress and anxiety.,"Start working on improving your stress, anxiety, and self-worth with the use of self-affirmations to get all the benefits that come with it.",Read,All,,,,,,All,All,All,http://depts.washington.edu/anesth/edi/_resources-docs/Cohen_annurev-psych-010213-115137.pdf,,Happier human,Content writer,https://www.happierhuman.com/benefits-affirmations/,Online,N/A,Free,No,None,,,N/A,https://uk.trustpilot.com/review/happierhuman.com,N/A,Quarterly,,Refined by Age,Content writer,https://refinedbyage.com/2019/12/17/7-affirmations-for-positive-aging/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,Get help,Content writer,https://www.betterup.com/blog/positive-affirmations,Online,N/A,Free,No,None,,,2.9,https://uk.trustpilot.com/review/betterup.com,N/A,Quarterly,,Lovendu,,https://lovendu.co.uk/,,,Paid,Pending,AWIN=25994,,,,,,,
Health,Mind,Diagnostic,3,,Maintenance,,,117,,Use self-affirmations,Improve your wellbeing with self-affirmations,"Start adding self-affirmations into your day to help you feel better about yourself and life, it’ll soon become a positive habit for life.",,Sign me up,All,daily,1 month,28,Life hack,https://www.lifehack.org/863537/self-affirmation,All,All,All,http://depts.washington.edu/anesth/edi/_resources-docs/Cohen_annurev-psych-010213-115137.pdf,,Life hack,Content writer,https://www.lifehack.org/863537/self-affirmation,Online,N/A,Free,No,None,,,3.1,https://uk.trustpilot.com/review/lifehack.org,N/A,Quarterly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Mind,Preventative care,2,2,Development,"Mental Health,Brain Training",Y,118,119,Learn about memory,Understanding and improving your memory,This podcast explains the different types of memory and how to improve your learning and memory abilities.,"Brain training turns inactive brain cells into healthy, active ones. The more you use your brain, the better your mental functions become. So, get strengthening your brain daily to start improving your cognitive capabilities.",Listen,All,,,,,,All,All,All,https://psycnet.apa.org/record/2013-30003-001,,hubermanlab,Company,https://hubermanlab.com/understand-and-improve-memory-using-science-based-tools/,Online,N/A,Free,No,None,,,N/A,https://uk.trustpilot.com/review/hubermanlab.com,N/A,Six monthly,,Brain gymmer,Company,https://www.braingymmer.com/en/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,six m,,A Cognitive connection,Content writer,https://acognitiveconnection.com/why-brain-training-is-important/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Quarterly,,,,,,,,,,,,,,,,
Health,Mind,Preventative care,2,,Maintenance,,,119,,Improve your memory,Practice brain training with daily exercises,Improve your cognitive functioning with daily brain puzzles for the next month to help form a brain boosting habit.,,Sign me up,All,daily,1 month,28,Verywell,https://www.verywellmind.com/brain-exercises-to-strengthen-your-mind-2795039,All,All,All,https://psycnet.apa.org/record/2013-30003-001,,Verywell,Content writer,https://www.verywellmind.com/brain-exercises-to-strengthen-your-mind-2795039,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Six monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Mind,Diagnostic,3,2,Development,,,120,,Holidays,Importance of taking holidays,Holidays are not just for relaxing; they help us deal with stressors and improve our overall wellbeing. Can’t afford a holiday? You can get the same effect with a day trip!,"Taking holidays can be a great chance to escape your daily routine and see new places, whilst also improving your health and wellbeing.",Visit site,UK,,,,,,60-99,All,All,"https://www.ehps.net/ehp/index.php/contents/article/view/1729, https://journals.lww.com/psychosomaticmedicine/Abstract/2000/09000/Are_Vacations_Good_for_Your_Health__The_9_Year.3.aspx",,Age UK,Charity,https://www.ageuk.org.uk/information-advice/travel-hobbies/accessible-holidays/free-days-out-around-the-uk/,Online,N/A,Free,No,None,,,N/A,https://uk.trustpilot.com/review/www.ageuk.org.uk,N/A,Annual,,Leisure care,Company,https://www.leisurecare.com/resources/benefits-senior-travel/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Six Monthly,,Tourism for all,Charity,https://www.tourismforall.co.uk/,Online,N/A,Paid,??,None,,,N/A,N/A,N/A,Annual,,Silver travel advisor,Company,https://silvertraveladvisor.com/,Online,N/A,Paid,??,None,,,4.3,https://uk.trustpilot.com/review/silvertraveladvisor.com,N/A,Six monthly,
Health,Mind,Diagnostic,3,2,Development,,,122,,Holidays,Importance of taking holidays,Holidays are not just for relaxing; they help us deal with stresses and improve our overall wellbeing. Can’t afford a holiday? You can get the same effect with a day trip!,"Taking holidays can be a great chance to escape your daily routine and see new places, whilst also improving your health or wellbeing.",Read,UK,,,,,,0-59,All,All,https://link.springer.com/chapter/10.1007/978-94-007-1375-8_4,,Thrive global,Content writer,https://community.thriveglobal.com/the-importance-of-taking-a-holiday/,Online,N/A,Free,No,None,,,N/A,https://uk.trustpilot.com/review/thriveglobal.com,N/A,Quarterly,,Bupa,Company,https://www.bupa.co.uk/business/news-and-information/why-holidays-are-good-for-employees-health,Online,N/A,No,??,None,,,4.2,https://uk.trustpilot.com/review/bupa.co.uk,N/A,Annual,,Barrhead Travel,Company,https://www.barrheadtravel.co.uk/,Online,N/A,Paid,??,None,,,4.9,https://uk.trustpilot.com/review/www.barrheadtravel.co.uk,N/A,Six monthly,,Jet2holidays,,https://www.jet2holidays.com/,,,Paid,Invite,AWIN=18730,,,,,,,
Health,Mind,Diagnostic,3,2,Development,"Mental Health,Mindfulness",Y,124,125,How to be mind kind,Mindfulness and meditation tools for a healthier you,Mindfulness and meditation tools can help you create life-changing habits to support your mental health. These tools will help you get through tough times and find joy in everyday life.,"It can be easy to rush through life without stopping to notice much. Start paying more attention to the present moment, your own thoughts and feelings, and the world around you to improve your mental wellbeing.",Read/Do,All,,,,,,All,All,All,https://www.health.harvard.edu/blog/can-mindfulness-change-your-brain-202105132455,,NHS,Government department,https://www.nhs.uk/mental-health/self-help/tips-and-support/mindfulness/,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.england.nhs.uk,N/A,Annual,,BBC,Company,https://www.bbc.co.uk/programmes/m001817f,Online,N/A,Free,No,None,,,1.4,https://uk.trustpilot.com/review/www.bbc.co.uk,N/A,Annual,,Oxford Mindfulness,Content writer,https://www.oxfordmindfulness.org/free-online-mindfulness-course-sessions/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Annual,,Complete Unity Yoga,Company,https://completeunityyoga.com/,,,Paid,Invite,AWIN=29057,,,,,,,
Health,Mind,Diagnostic,3,,Maintenance,,,125,,Practice mindfulness,Practice mindfulness daily,Try a mindfulness program for a month and it could help you to establish this great practice for life.,,Sign me up,All,daily,1 month,28,NHS,https://www.nhs.uk/mental-health/self-help/tips-and-support/mindfulness/,All,All,All,https://www.health.harvard.edu/blog/can-mindfulness-change-your-brain-202105132455,,NHS,Government department,https://www.nhs.uk/mental-health/self-help/tips-and-support/mindfulness/,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.england.nhs.uk,N/A,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Mind,Preventative care,2,2,Development,,,126,127,Fire safety,The importance of fire safety in the home,"Read about the importance of fire safety in your home, to help keep you and your loved ones safe in the event of a fire and how to prevent one in the first place.","The best way to minimise the risk of fire is to take the threat seriously and put in place fire prevention measures. Understanding potential triggers, installing fire alarms, smoke alarms and other devices along with making and sharing fire safety plans are all ways to reduce the risk.",Visit site,UK,,,,,,All,All,All,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0215724,,Surrey Fire,Government Department,https://surreyfire.co.uk/importance-fire-safety/,Online,N/A,Free,No,None,,,4.7,https://uk.trustpilot.com/review/fireservice.co.uk,N/A,Annual,,Fire services,Government Dept,https://www.fireservice.co.uk/safety/,Online,N/A,Free,No,None,,,4.7,https://uk.trustpilot.com/review/fireservice.co.uk,N/A,Annual,,Ready.gov,Government Dept,https://www.ready.gov/home-fire-escape-plan,Online,N/A,Free,No,None,,,,,,,,Risk Assessment Products,Company,https://risk-assessment-products.co.uk/fire-safety-supplies/,,,Paid,Invite,AWIN=27477,,,,,,,
Health,Mind,Preventative care,2,,Maintenance,,,127,,Fire safety,Schedule fire safety checks,Schedule regular fire safety checks to keep you and your loved ones safe. It’s a great habit to get into.,,Sign me up,Uk,every 6 months,2 years,4,Fire services,https://www.fireservice.co.uk/safety/home-fire-safety-check/,All,All,All,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0215724,,Fire services,Government Department,https://www.fireservice.co.uk/safety/home-fire-safety-check/,Online,N/A,Free,No,None,,,4.7,https://uk.trustpilot.com/review/fireservice.co.uk,N/A,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Body,Preventative care,2,2,Development,"Disease Mgt,Diabetes",Y,128,129,Diabetes awareness,All you need to know about diabetes,Diabetes can be a lifelong condition that causes your blood sugar levels to become too high. There are two types of diabetes and you can reduce the risk of type 2 diabetes with simple lifestyle changes.,"One in ten people over 40 in the UK are now living with type 2 diabetes, that’s 3.8 million people. Almost a million more are living with the condition but don't know they have it. By 2030 it is predicted this number will rise to 5.5 million.",Read,All,,,,,,50-99,All,All,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5297564/,,Diabetes UK,Charity,https://www.diabetes.org.uk/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Annual,,NHS,Government dept,https://www.stopdiabetes.co.uk/,Online,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.england.nhs.uk,N/A,Annual,,Medical News today,Company,https://www.medicalnewstoday.com/articles/318277#1-200-calorie-plan,Online,N/A,Free,No,None,,,2,https://uk.trustpilot.com/review/www.medicalnewstoday.com,N/A,6 Monthly,,Good Body clinic,Company,https://health.goodbodyclinic.com/product/diabetes-hba1c-blood-test/,,,Paid,Invite,AWIN=45339,,,,,,,
Health,Body,Preventative care,2,,Maintenance,,,129,,Diabetes prevention,Make small changes to reduce risk of diabetes,Type 2 diabetes is a serious health condition but there are lots of things you can do to reduce your risk or even stop you getting it. Build these habits into your routine over the course of the next month to reduce the risk.,,Sign me up,All,daily,2 months,56,Diabetes UK,https://www.diabetes.org.uk/preventing-type-2-diabetes,50-99,All,All,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5297564/,,Diabetes UK,Charity,https://www.diabetes.org.uk/preventing-type-2-diabetes,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Annual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Health,Body,Preventative care,2,3,Development,"Disease Mgt,Health checks",Y,130,,The NHS healthcheck,A health check-up for adults 40 to 74 in England,"This 5-year check-up is aimed at adults in England aged 40 to 74. It's designed to detect early signs of stroke, kidney disease, heart disease, type 2 diabetes and dementia.","After the check your healthcare professional will discuss your results with you. You'll be given advice to help you lower your risk of a stroke, kidney disease, heart disease, diabetes or dementia, and maintain or improve your health. But don’t wait until then to make healthy changes!",Read,UK,,,,,,40-74,All,All,https://bmjopen.bmj.com/content/3/12/e003387.short,,NHS,Government Department,https://www.nhs.uk/conditions/nhs-health-check/,In person,N/A,Free,No,None,,,1.5,https://uk.trustpilot.com/review/www.england.nhs.uk,N/A,Annual,,No Ordinary homestead,Content writer,https://www.noordinaryhomestead.com/importance-of-checking-your-health/,Online,N/A,Free,No,None,,,N/A,N/A,N/A,Annual,,Benenden,Company,https://www.benenden.co.uk/health/health-assessments/,In person,All,Paid,??,None,,,4.5,https://uk.trustpilot.com/review/benenden.co.uk,N/A,Annual,,,,,,,,,,,,,,,,
